,MeanWaitingTime,CustomerCount,Servers,Rho,Method
601,0.015510349104827867,500,1,0.03,prior
602,0.005890709333553332,500,1,0.03,prior
603,0.011392718098918522,500,1,0.03,prior
604,0.013725357256933876,500,1,0.03,prior
605,0.006082945232759584,500,1,0.03,prior
606,0.007003608528449831,500,1,0.03,prior
607,0.012493544756783421,500,1,0.03,prior
608,0.004468840099996214,500,1,0.03,prior
609,0.0073832009455328486,500,1,0.03,prior
610,0.014574038160766122,500,1,0.03,prior
611,0.015073186711253243,500,1,0.03,prior
612,0.013001231945600352,500,1,0.03,prior
613,0.012319110256748445,500,1,0.03,prior
614,0.008913487839221716,500,1,0.03,prior
615,0.011384422158801612,500,1,0.03,prior
616,0.006333973500377852,500,1,0.03,prior
617,0.013810608690892423,500,1,0.03,prior
618,0.019940064459025734,500,1,0.03,prior
619,0.01825563417574739,500,1,0.03,prior
620,0.009051489742133356,500,1,0.03,prior
621,0.008415162700521023,500,1,0.03,prior
622,0.016496223168622693,500,1,0.03,prior
623,0.006638343116025112,500,1,0.03,prior
624,0.011632414356361722,500,1,0.03,prior
625,0.00702959208645359,500,1,0.03,prior
626,0.00791459441144707,500,1,0.03,prior
627,0.01125869011069642,500,1,0.03,prior
628,0.01453974813065065,500,1,0.03,prior
629,0.015825642531365928,500,1,0.03,prior
630,0.012676355569614316,500,1,0.03,prior
631,0.014731551120449922,500,1,0.03,prior
632,0.013119764289449477,500,1,0.03,prior
633,0.008210232067109928,500,1,0.03,prior
634,0.008128238742480335,500,1,0.03,prior
635,0.015823078303594456,500,1,0.03,prior
636,0.009733488923691653,500,1,0.03,prior
637,0.013230060312604564,500,1,0.03,prior
638,0.012538914570286153,500,1,0.03,prior
639,0.01569237311278013,500,1,0.03,prior
640,0.012579183530798219,500,1,0.03,prior
641,0.011006871484119302,500,1,0.03,prior
642,0.014141781874811046,500,1,0.03,prior
643,0.021157177415281923,500,1,0.03,prior
644,0.008427370321750003,500,1,0.03,prior
645,0.017430069332824316,500,1,0.03,prior
646,0.017848380790809186,500,1,0.03,prior
647,0.011280355788803377,500,1,0.03,prior
648,0.005196746109475363,500,1,0.03,prior
649,0.012217875941065132,500,1,0.03,prior
650,0.00015541496091464068,500,2,0.03,prior
651,0.0023317367566976373,500,2,0.03,prior
652,0.0004809643442613378,500,2,0.03,prior
653,0.00039120692021151626,500,2,0.03,prior
654,0.0006697488714744396,500,2,0.03,prior
655,0.0007108373676710471,500,2,0.03,prior
656,0.0,500,2,0.03,prior
657,0.001125108320565687,500,2,0.03,prior
658,0.0,500,2,0.03,prior
659,0.0010241523460508687,500,2,0.03,prior
660,0.0002601041158650332,500,2,0.03,prior
661,0.0,500,2,0.03,prior
662,0.0011242116246529576,500,2,0.03,prior
663,0.0,500,2,0.03,prior
664,0.0,500,2,0.03,prior
665,0.0,500,2,0.03,prior
666,0.0,500,2,0.03,prior
667,0.0,500,2,0.03,prior
668,0.0006782389840163887,500,2,0.03,prior
669,0.00048327183891888126,500,2,0.03,prior
670,0.0005697670189088057,500,2,0.03,prior
671,0.0,500,2,0.03,prior
672,0.00030059089533774144,500,2,0.03,prior
673,0.0,500,2,0.03,prior
674,0.0,500,2,0.03,prior
675,0.0,500,2,0.03,prior
676,0.0,500,2,0.03,prior
677,0.0,500,2,0.03,prior
678,0.0,500,2,0.03,prior
679,0.00017180539491982926,500,2,0.03,prior
